#STARTDIALOGUE				
Okay, and when you were helping to move the items, did you notice your back pop or fell anything funny?	unknown	The pain started about four or five days ago.	when did the pain start	False
Okay. So I understand that you have been having a pretty constand dull ache in your lower center back for the bast 4 or 5 days,  medication only slightly helps,  but there are no accompanying symptoms, correct?	none	It helped some, but it doesn't make the pain go away.	did the ibuprofen help	False
Okay. I understand. Would would you like to tell me more about your problem with occasionaly more frequent urination? 	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
Okay. I'd like to examine your back in a few minutes, but first I would like to learn more about your past medical history. Is that okay?	ok then	Alrighty.	ok then	True
Great. So these are standard questions we like to ask everybody to get to know them better, so please know they are not ment to ostrizie you in any way or single you out. We're a team here, so plase answer to the best of your ability, okay?	ok then	I like their chances this season, especially with that new freshman.	unknown	False
Agreed! Alright, so do you have any other health problems?	any other problems	I don't.	any other problems	True
Great, glad to hear that. Nothing in the past either?	what is your past medical history	I'm afraid I don't understand that question.	none	False
Have you been significantly sick or injured in the past?	were you healthy	I have always been healthy.	were you healthy	True
Awesome. So no hospitalizations or surgeries?	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
Ouch. Are you taking any medications besides the ibuprofen?	are you taking any other medication	I don't take any OTC medications.	any otc medication	False
Okay, how about multivitamins or supplements?	are you taking supplements	I'm taking Saw Palmetto. I'm not sure if it is considered an herbal supplement or what.	are you taking supplements	True
okay, how much?	unknown	I don't know.	unknown	True
How much of the suplement are you taking and for how long have you been taking it?	none	I'm taking Saw Palmetto. I'm not sure if it is considered an herbal supplement or what.	are you taking supplements	False
okay. Any recreational drugs?	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
Glad to hear that. Do you drink alcohol?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
Okay, and have you ever felt that this drinking was a problem or something you would like to reduce?	none	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	False
Okay. How about tobacco use?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
I agree. Can't stand it. So, do you exercise?	do you exercise	Don't exercise that much. Occasionally I go jogging or for a long walk.  I am always on my feet for work though.	do you exercise	True
I see. What's your job like?	none	It is.	is your job pleasurable	False
Where do you work?	where do you work	[ Happiness2 ]I have my own auto repair garage.	where do you work	True
